Entity,Code,Date,total_vaccinations
Northern Mariana Islands,MNP,2021-02-22,16091
Northern Mariana Islands,MNP,2021-02-23,16382
Northern Mariana Islands,MNP,2021-02-24,17074
Northern Mariana Islands,MNP,2021-02-25,17473
Northern Mariana Islands,MNP,2021-02-26,17819
Northern Mariana Islands,MNP,2021-02-27,18121
Northern Mariana Islands,MNP,2021-02-28,18363
Northern Mariana Islands,MNP,2021-03-01,18583
Northern Mariana Islands,MNP,2021-03-02,18894
Northern Mariana Islands,MNP,2021-03-03,19225
Northern Mariana Islands,MNP,2021-03-04,19580
Northern Mariana Islands,MNP,2021-03-05,19905
Northern Mariana Islands,MNP,2021-03-06,20309
Northern Mariana Islands,MNP,2021-03-07,20396
Northern Mariana Islands,MNP,2021-03-08,20396
Northern Mariana Islands,MNP,2021-03-09,20708
Northern Mariana Islands,MNP,2021-03-10,21022
Northern Mariana Islands,MNP,2021-03-11,21323
Ohio,,2021-01-12,311890
Ohio,,2021-01-13,329318
Ohio,,2021-01-14,348424
Ohio,,2021-01-15,375428
Ohio,,2021-01-19,472084
Ohio,,2021-01-20,487481
Ohio,,2021-01-21,487481
Ohio,,2021-01-22,545499
Ohio,,2021-01-23,594924
Ohio,,2021-01-24,647104
Ohio,,2021-01-25,685622
Ohio,,2021-01-26,708026
Ohio,,2021-01-27,746249
Ohio,,2021-01-28,789869
Ohio,,2021-01-29,843099
Ohio,,2021-01-30,911004
Ohio,,2021-01-31,954013
Ohio,,2021-02-01,1004624
Ohio,,2021-02-02,1045139
Ohio,,2021-02-03,1085391
Ohio,,2021-02-04,1128082
Ohio,,2021-02-05,1177237
Ohio,,2021-02-06,1242487
Ohio,,2021-02-07,1293965
Ohio,,2021-02-08,1346320
Ohio,,2021-02-09,1373728
Ohio,,2021-02-10,1406437
Ohio,,2021-02-11,1459174
Ohio,,2021-02-12,1540491
Ohio,,2021-02-13,1613153
Ohio,,2021-02-14,1691925
Ohio,,2021-02-16,1794982
Ohio,,2021-02-17,1825178
Ohio,,2021-02-18,1861434
Ohio,,2021-02-19,1999736
Ohio,,2021-02-20,2066995
Ohio,,2021-02-21,2140688
Ohio,,2021-02-22,2196607
Ohio,,2021-02-23,2228732
Ohio,,2021-02-24,2288128
Ohio,,2021-02-25,2351582
Ohio,,2021-02-26,2413164
Ohio,,2021-02-27,2501854
Ohio,,2021-02-28,2599806
Ohio,,2021-03-01,2660844
Ohio,,2021-03-02,2723208
Ohio,,2021-03-03,2790056
Ohio,,2021-03-04,2850454
Ohio,,2021-03-05,2918114
Ohio,,2021-03-06,3027215
Ohio,,2021-03-07,3131288
Ohio,,2021-03-08,3203772
Ohio,,2021-03-09,3255735
Ohio,,2021-03-10,3316480
Ohio,,2021-03-11,3391091
Oklahoma,,2021-01-12,157843
Oklahoma,,2021-01-13,172403
Oklahoma,,2021-01-14,187266
Oklahoma,,2021-01-15,203410
Oklahoma,,2021-01-19,242093
Oklahoma,,2021-01-20,251684
Oklahoma,,2021-01-21,267434
Oklahoma,,2021-01-22,287502
Oklahoma,,2021-01-23,304806
Oklahoma,,2021-01-24,322810
Oklahoma,,2021-01-25,326546
Oklahoma,,2021-01-26,328874
Oklahoma,,2021-01-27,345144
Oklahoma,,2021-01-28,363253
Oklahoma,,2021-01-29,386688
Oklahoma,,2021-01-30,410305
Oklahoma,,2021-01-31,437985
Oklahoma,,2021-02-01,443581
Oklahoma,,2021-02-02,445675
Oklahoma,,2021-02-03,462440
Oklahoma,,2021-02-04,484384
Oklahoma,,2021-02-05,510693
Oklahoma,,2021-02-06,541252
Oklahoma,,2021-02-07,573746
Oklahoma,,2021-02-08,586054
Oklahoma,,2021-02-09,588207
Oklahoma,,2021-02-10,606406
Oklahoma,,2021-02-11,628361
Oklahoma,,2021-02-12,640353
Oklahoma,,2021-02-13,660835
Oklahoma,,2021-02-14,682354
Oklahoma,,2021-02-16,694616
Oklahoma,,2021-02-17,696437
Oklahoma,,2021-02-18,700440
Oklahoma,,2021-02-19,813518
Oklahoma,,2021-02-20,830903
Oklahoma,,2021-02-21,865961
Oklahoma,,2021-02-22,891227
Oklahoma,,2021-02-23,906583
Oklahoma,,2021-02-24,935457
Oklahoma,,2021-02-25,967522
Oklahoma,,2021-02-26,1006064
Oklahoma,,2021-02-27,1046995
Oklahoma,,2021-02-28,1095362
Oklahoma,,2021-03-01,1119049
Oklahoma,,2021-03-02,1124662
Oklahoma,,2021-03-03,1147833
Oklahoma,,2021-03-04,1181414
Oklahoma,,2021-03-05,1213040
Oklahoma,,2021-03-06,1246152
Oklahoma,,2021-03-07,1278427
Oklahoma,,2021-03-08,1300639
Oklahoma,,2021-03-09,1307274
Oklahoma,,2021-03-10,1334818
Oklahoma,,2021-03-11,1364914
Oregon,,2021-01-12,104610
Oregon,,2021-01-13,115075
Oregon,,2021-01-14,129796
Oregon,,2021-01-15,146153
Oregon,,2021-01-19,216928
Oregon,,2021-01-20,216928
Oregon,,2021-01-21,216928
Oregon,,2021-01-22,253705
Oregon,,2021-01-23,270463
Oregon,,2021-01-24,285922
Oregon,,2021-01-25,300676
Oregon,,2021-01-26,308066
Oregon,,2021-01-27,325488
Oregon,,2021-01-28,340383
Oregon,,2021-01-29,359391
Oregon,,2021-01-30,382392
Oregon,,2021-01-31,407890
Oregon,,2021-02-01,423627
Oregon,,2021-02-02,438302
Oregon,,2021-02-03,454269
Oregon,,2021-02-04,471983
Oregon,,2021-02-05,487153
Oregon,,2021-02-06,509875
Oregon,,2021-02-07,532746
Oregon,,2021-02-08,554440
Oregon,,2021-02-09,572695
Oregon,,2021-02-10,589035
Oregon,,2021-02-11,589035
Oregon,,2021-02-12,589035
Oregon,,2021-02-13,650929
Oregon,,2021-02-14,671315
Oregon,,2021-02-16,685214
Oregon,,2021-02-17,692781
Oregon,,2021-02-18,708570
Oregon,,2021-02-19,767637
Oregon,,2021-02-20,794779
Oregon,,2021-02-21,821720
Oregon,,2021-02-22,844210
Oregon,,2021-02-23,864960
Oregon,,2021-02-24,865750
Oregon,,2021-02-25,889531
Oregon,,2021-02-26,927860
Oregon,,2021-02-27,960674
Oregon,,2021-02-28,994403
Oregon,,2021-03-01,1024055
Oregon,,2021-03-02,1038342
Oregon,,2021-03-03,1050060
Oregon,,2021-03-04,1073041
Oregon,,2021-03-05,1097974
Oregon,,2021-03-06,1137864
Oregon,,2021-03-07,1172840
Oregon,,2021-03-08,1199682
Oregon,,2021-03-09,1221981
Oregon,,2021-03-10,1238835
Oregon,,2021-03-11,1239800
Pennsylvania,,2021-01-12,341948
Pennsylvania,,2021-01-13,379944
Pennsylvania,,2021-01-14,410414
Pennsylvania,,2021-01-15,448151
Pennsylvania,,2021-01-19,544416
Pennsylvania,,2021-01-20,568660
Pennsylvania,,2021-01-21,605428
Pennsylvania,,2021-01-22,652886
Pennsylvania,,2021-01-23,695870
Pennsylvania,,2021-01-24,744591
Pennsylvania,,2021-01-25,776799
Pennsylvania,,2021-01-26,800354
Pennsylvania,,2021-01-27,851980
Pennsylvania,,2021-01-28,856371
Pennsylvania,,2021-01-29,972742
Pennsylvania,,2021-01-30,1032426
Pennsylvania,,2021-01-31,1088172
Pennsylvania,,2021-02-01,1134185
Pennsylvania,,2021-02-02,1155945
Pennsylvania,,2021-02-03,1158091
Pennsylvania,,2021-02-04,1218735
Pennsylvania,,2021-02-05,1271529
Pennsylvania,,2021-02-06,1338491
Pennsylvania,,2021-02-07,1407839
Pennsylvania,,2021-02-08,1441358
Pennsylvania,,2021-02-09,1478180
Pennsylvania,,2021-02-10,1538058
Pennsylvania,,2021-02-11,1594474
Pennsylvania,,2021-02-12,1668862
Pennsylvania,,2021-02-13,1678229
Pennsylvania,,2021-02-14,1822327
Pennsylvania,,2021-02-16,1832629
Pennsylvania,,2021-02-17,1950185
Pennsylvania,,2021-02-18,2002786
Pennsylvania,,2021-02-19,2184973
Pennsylvania,,2021-02-20,2231800
Pennsylvania,,2021-02-21,2306828
Pennsylvania,,2021-02-22,2358058
Pennsylvania,,2021-02-23,2381079
Pennsylvania,,2021-02-24,2425429
Pennsylvania,,2021-02-25,2489919
Pennsylvania,,2021-02-26,2562627
Pennsylvania,,2021-02-27,2676006
Pennsylvania,,2021-02-28,2751844
Pennsylvania,,2021-03-01,2835338
Pennsylvania,,2021-03-02,2886451
Pennsylvania,,2021-03-03,2948581
Pennsylvania,,2021-03-04,3036398
Pennsylvania,,2021-03-05,3169691
Pennsylvania,,2021-03-06,3298800
Pennsylvania,,2021-03-07,3319263
Pennsylvania,,2021-03-08,3335592
Pennsylvania,,2021-03-09,3524263
Pennsylvania,,2021-03-10,3638014
Pennsylvania,,2021-03-11,3737143
Puerto Rico,PRI,2021-01-12,74559
Puerto Rico,PRI,2021-01-13,84432
Puerto Rico,PRI,2021-01-14,94880
Puerto Rico,PRI,2021-01-15,104137
Puerto Rico,PRI,2021-01-19,129530
Puerto Rico,PRI,2021-01-20,136630
Puerto Rico,PRI,2021-01-21,147795
Puerto Rico,PRI,2021-01-22,161528
Puerto Rico,PRI,2021-01-23,173242
Puerto Rico,PRI,2021-01-24,184173
Puerto Rico,PRI,2021-01-25,187617
Puerto Rico,PRI,2021-01-26,188681
Puerto Rico,PRI,2021-01-27,199762
Puerto Rico,PRI,2021-01-28,212179
Puerto Rico,PRI,2021-01-29,224303
Puerto Rico,PRI,2021-01-30,236060
Puerto Rico,PRI,2021-01-31,249394
Puerto Rico,PRI,2021-02-01,253439
Puerto Rico,PRI,2021-02-02,253439
Puerto Rico,PRI,2021-02-03,266671
Puerto Rico,PRI,2021-02-04,278321
Puerto Rico,PRI,2021-02-05,288024
Puerto Rico,PRI,2021-02-06,299694
Puerto Rico,PRI,2021-02-07,299694
Puerto Rico,PRI,2021-02-08,299694
Puerto Rico,PRI,2021-02-09,314047
Puerto Rico,PRI,2021-02-10,324368
Puerto Rico,PRI,2021-02-11,336959
Puerto Rico,PRI,2021-02-12,336959
Puerto Rico,PRI,2021-02-13,370837
Puerto Rico,PRI,2021-02-14,382721
Puerto Rico,PRI,2021-02-16,387180
Puerto Rico,PRI,2021-02-17,392136
Puerto Rico,PRI,2021-02-18,408058
Puerto Rico,PRI,2021-02-19,448755
Puerto Rico,PRI,2021-02-20,463527
Puerto Rico,PRI,2021-02-21,476475
Puerto Rico,PRI,2021-02-22,476647
Puerto Rico,PRI,2021-02-23,480439
Puerto Rico,PRI,2021-02-24,495114
Puerto Rico,PRI,2021-02-25,510041
Puerto Rico,PRI,2021-02-26,536377
Puerto Rico,PRI,2021-02-27,538085
Puerto Rico,PRI,2021-02-28,549615
Puerto Rico,PRI,2021-03-01,554664
Puerto Rico,PRI,2021-03-02,554694
Puerto Rico,PRI,2021-03-03,568025
Puerto Rico,PRI,2021-03-04,595224
Puerto Rico,PRI,2021-03-05,596130
Puerto Rico,PRI,2021-03-06,611567
Puerto Rico,PRI,2021-03-07,628400
Puerto Rico,PRI,2021-03-08,633344
Puerto Rico,PRI,2021-03-09,635352
Puerto Rico,PRI,2021-03-10,674636
Puerto Rico,PRI,2021-03-11,675568
Republic of Palau,,2021-01-12,416
Republic of Palau,,2021-01-13,725
Republic of Palau,,2021-01-14,766
Republic of Palau,,2021-01-15,1119
Republic of Palau,,2021-01-19,1914
Republic of Palau,,2021-01-20,1981
Republic of Palau,,2021-01-21,2405
Republic of Palau,,2021-01-22,2405
Republic of Palau,,2021-01-23,2685
Republic of Palau,,2021-01-24,3046
Republic of Palau,,2021-01-25,3046
Republic of Palau,,2021-01-26,3046
Republic of Palau,,2021-01-27,3046
Republic of Palau,,2021-01-28,3067
Republic of Palau,,2021-01-29,3089
Republic of Palau,,2021-01-30,3110
Republic of Palau,,2021-01-31,3110
Republic of Palau,,2021-02-01,3110
Republic of Palau,,2021-02-02,3172
Republic of Palau,,2021-02-03,3228
Republic of Palau,,2021-02-04,3228
Republic of Palau,,2021-02-05,3360
Republic of Palau,,2021-02-06,3360
Republic of Palau,,2021-02-07,3467
Republic of Palau,,2021-02-08,3467
Republic of Palau,,2021-02-09,3468
Republic of Palau,,2021-02-10,3527
Republic of Palau,,2021-02-11,3831
Republic of Palau,,2021-02-12,3871
Republic of Palau,,2021-02-13,4212
Republic of Palau,,2021-02-14,4321
Republic of Palau,,2021-02-16,4677
Republic of Palau,,2021-02-17,5011
Republic of Palau,,2021-02-18,5314
Republic of Palau,,2021-02-19,5727
Republic of Palau,,2021-02-20,6025
Republic of Palau,,2021-02-21,6314
Republic of Palau,,2021-02-22,6314
Republic of Palau,,2021-02-23,7073
Republic of Palau,,2021-02-24,7073
Republic of Palau,,2021-02-25,8111
Republic of Palau,,2021-02-26,8143
Republic of Palau,,2021-02-27,8143
Republic of Palau,,2021-02-28,8185
Republic of Palau,,2021-03-01,8185
Republic of Palau,,2021-03-02,8185
Republic of Palau,,2021-03-03,8185
Republic of Palau,,2021-03-04,8185
Republic of Palau,,2021-03-05,8185
Republic of Palau,,2021-03-06,8185
Republic of Palau,,2021-03-07,8185
Republic of Palau,,2021-03-08,8185
Republic of Palau,,2021-03-09,8185
Republic of Palau,,2021-03-10,8586
Republic of Palau,,2021-03-11,8902
Rhode Island,,2021-01-12,39568
Rhode Island,,2021-01-13,42028
Rhode Island,,2021-01-14,44871
Rhode Island,,2021-01-15,47548
Rhode Island,,2021-01-19,54081
Rhode Island,,2021-01-20,56617
Rhode Island,,2021-01-21,59014
Rhode Island,,2021-01-22,61974
Rhode Island,,2021-01-23,63249
Rhode Island,,2021-01-24,67566
Rhode Island,,2021-01-25,70419
Rhode Island,,2021-01-26,72264
Rhode Island,,2021-01-27,76284
Rhode Island,,2021-01-28,80138
Rhode Island,,2021-01-29,83607
Rhode Island,,2021-01-30,88094
Rhode Island,,2021-01-31,91177
Rhode Island,,2021-02-01,94240
Rhode Island,,2021-02-02,99541
Rhode Island,,2021-02-03,101474
Rhode Island,,2021-02-04,103876
Rhode Island,,2021-02-05,106949
Rhode Island,,2021-02-06,111830
Rhode Island,,2021-02-07,117067
Rhode Island,,2021-02-08,120484
Rhode Island,,2021-02-09,122079
Rhode Island,,2021-02-10,124962
Rhode Island,,2021-02-11,127931
Rhode Island,,2021-02-12,131913
Rhode Island,,2021-02-13,136904
Rhode Island,,2021-02-14,141155
Rhode Island,,2021-02-16,147019
Rhode Island,,2021-02-17,151436
Rhode Island,,2021-02-18,159931
Rhode Island,,2021-02-19,181725
Rhode Island,,2021-02-20,190896
Rhode Island,,2021-02-21,198626
Rhode Island,,2021-02-22,206034
Rhode Island,,2021-02-23,211660
Rhode Island,,2021-02-24,218499
Rhode Island,,2021-02-25,226694
Rhode Island,,2021-02-26,234889
Rhode Island,,2021-02-27,245606
Rhode Island,,2021-02-28,256755
Rhode Island,,2021-03-01,269512
Rhode Island,,2021-03-02,275799
Rhode Island,,2021-03-03,282767
Rhode Island,,2021-03-04,290963
Rhode Island,,2021-03-05,300529
Rhode Island,,2021-03-06,310283
Rhode Island,,2021-03-07,319369
Rhode Island,,2021-03-08,326730
Rhode Island,,2021-03-09,333607
Rhode Island,,2021-03-10,340997
Rhode Island,,2021-03-11,350979
South Carolina,,2021-01-12,81075
South Carolina,,2021-01-13,99887
South Carolina,,2021-01-14,115855
South Carolina,,2021-01-15,121836
South Carolina,,2021-01-19,187175
South Carolina,,2021-01-20,192608
South Carolina,,2021-01-21,209631
South Carolina,,2021-01-22,229002
South Carolina,,2021-01-23,249155
South Carolina,,2021-01-24,278795
South Carolina,,2021-01-25,307348
South Carolina,,2021-01-26,317211
South Carolina,,2021-01-27,326985
South Carolina,,2021-01-28,359949
South Carolina,,2021-01-29,385158
South Carolina,,2021-01-30,407860
South Carolina,,2021-01-31,439541
South Carolina,,2021-02-01,462751
South Carolina,,2021-02-02,470696
South Carolina,,2021-02-03,479202
South Carolina,,2021-02-04,497433
South Carolina,,2021-02-05,518892
South Carolina,,2021-02-06,542879
South Carolina,,2021-02-07,568917
South Carolina,,2021-02-08,585692
South Carolina,,2021-02-09,585692
South Carolina,,2021-02-10,608062
South Carolina,,2021-02-11,628496
South Carolina,,2021-02-12,649375
South Carolina,,2021-02-13,674843
South Carolina,,2021-02-14,704186
South Carolina,,2021-02-16,738476
South Carolina,,2021-02-17,755422
South Carolina,,2021-02-18,778113
South Carolina,,2021-02-19,848054
South Carolina,,2021-02-20,879776
South Carolina,,2021-02-21,910669
South Carolina,,2021-02-22,932588
South Carolina,,2021-02-23,941136
South Carolina,,2021-02-24,973703
South Carolina,,2021-02-25,997874
South Carolina,,2021-02-26,1025316
South Carolina,,2021-02-27,1057969
South Carolina,,2021-02-28,1086550
South Carolina,,2021-03-01,1116811
South Carolina,,2021-03-02,1123049
South Carolina,,2021-03-03,1150199
South Carolina,,2021-03-04,1202753
South Carolina,,2021-03-05,1232377
South Carolina,,2021-03-06,1284575
South Carolina,,2021-03-07,1347330
South Carolina,,2021-03-08,1380510
South Carolina,,2021-03-09,1397362
South Carolina,,2021-03-10,1423016
South Carolina,,2021-03-11,1461672
South Dakota,,2021-01-12,48698
South Dakota,,2021-01-13,50712
South Dakota,,2021-01-14,54284
South Dakota,,2021-01-15,57103
South Dakota,,2021-01-19,61113
South Dakota,,2021-01-20,62518
South Dakota,,2021-01-21,65377
South Dakota,,2021-01-22,70643
South Dakota,,2021-01-23,77200
South Dakota,,2021-01-24,80441
South Dakota,,2021-01-25,82512
South Dakota,,2021-01-26,82823
South Dakota,,2021-01-27,86986
South Dakota,,2021-01-28,91776
South Dakota,,2021-01-29,97231
South Dakota,,2021-01-30,102847
South Dakota,,2021-01-31,105961
South Dakota,,2021-02-01,107685
South Dakota,,2021-02-02,108004
South Dakota,,2021-02-03,110967
South Dakota,,2021-02-04,115676
South Dakota,,2021-02-05,121593
South Dakota,,2021-02-06,127592
South Dakota,,2021-02-07,131439
South Dakota,,2021-02-08,133068
South Dakota,,2021-02-09,133231
South Dakota,,2021-02-10,136438
South Dakota,,2021-02-11,141733
South Dakota,,2021-02-12,148670
South Dakota,,2021-02-13,155026
South Dakota,,2021-02-14,160223
South Dakota,,2021-02-16,162885
South Dakota,,2021-02-17,165865
South Dakota,,2021-02-18,171175
South Dakota,,2021-02-19,218198
South Dakota,,2021-02-20,225848
South Dakota,,2021-02-21,232725
South Dakota,,2021-02-22,235964
South Dakota,,2021-02-23,237230
South Dakota,,2021-02-24,242710
South Dakota,,2021-02-25,250216
South Dakota,,2021-02-26,259553
South Dakota,,2021-02-27,269289
South Dakota,,2021-02-28,278285
South Dakota,,2021-03-01,282075
South Dakota,,2021-03-02,282575
South Dakota,,2021-03-03,287657
South Dakota,,2021-03-04,294765
South Dakota,,2021-03-05,304382
South Dakota,,2021-03-06,314577
South Dakota,,2021-03-07,322959
South Dakota,,2021-03-08,326272
South Dakota,,2021-03-09,326763
South Dakota,,2021-03-10,332059
South Dakota,,2021-03-11,339564
Tennessee,,2021-01-12,251257
Tennessee,,2021-01-13,264713
Tennessee,,2021-01-14,264713
Tennessee,,2021-01-15,303338
Tennessee,,2021-01-19,351813
Tennessee,,2021-01-20,358534
Tennessee,,2021-01-21,375669
Tennessee,,2021-01-22,401595
Tennessee,,2021-01-23,424152
Tennessee,,2021-01-24,452042
Tennessee,,2021-01-25,462646
Tennessee,,2021-01-26,467933
Tennessee,,2021-01-27,487632
Tennessee,,2021-01-28,510050
Tennessee,,2021-01-29,545921
Tennessee,,2021-01-30,574142
Tennessee,,2021-01-31,609213
Tennessee,,2021-02-01,627911
Tennessee,,2021-02-02,631885
Tennessee,,2021-02-03,657819
Tennessee,,2021-02-04,684242
Tennessee,,2021-02-05,718487
Tennessee,,2021-02-06,752298
Tennessee,,2021-02-07,791023
Tennessee,,2021-02-08,805720
Tennessee,,2021-02-09,812079
Tennessee,,2021-02-10,839686
Tennessee,,2021-02-11,866352
Tennessee,,2021-02-12,901616
Tennessee,,2021-02-13,926787
Tennessee,,2021-02-14,967085
Tennessee,,2021-02-16,992988
Tennessee,,2021-02-17,999517
Tennessee,,2021-02-18,1014351
Tennessee,,2021-02-19,1083579
Tennessee,,2021-02-20,1097826
Tennessee,,2021-02-21,1117120
Tennessee,,2021-02-22,1130834
Tennessee,,2021-02-23,1139836
Tennessee,,2021-02-24,1175995
Tennessee,,2021-02-25,1210159
Tennessee,,2021-02-26,1257333
Tennessee,,2021-02-27,1301529
Tennessee,,2021-02-28,1359382
Tennessee,,2021-03-01,1394659
Tennessee,,2021-03-02,1405604
Tennessee,,2021-03-03,1455498
Tennessee,,2021-03-04,1492576
Tennessee,,2021-03-05,1540428
Tennessee,,2021-03-06,1580755
Tennessee,,2021-03-07,1634598
Tennessee,,2021-03-08,1659254
Tennessee,,2021-03-09,1667642
Tennessee,,2021-03-10,1711512
Tennessee,,2021-03-11,1757433
Texas,,2021-01-12,911461
Texas,,2021-01-13,978042
Texas,,2021-01-14,1043624
Texas,,2021-01-15,1160242
Texas,,2021-01-19,1403989
Texas,,2021-01-20,1471746
Texas,,2021-01-21,1544551
Texas,,2021-01-22,1644781
Texas,,2021-01-23,1727869
Texas,,2021-01-24,1763299
Texas,,2021-01-25,1804006
Texas,,2021-01-26,1917896
Texas,,2021-01-27,1974374
Texas,,2021-01-28,2107005
Texas,,2021-01-29,2219867
Texas,,2021-01-30,2340658
Texas,,2021-01-31,2408879
Texas,,2021-02-01,2496232
Texas,,2021-02-02,2496232
Texas,,2021-02-03,2652896
Texas,,2021-02-04,2805359
Texas,,2021-02-05,2930767
Texas,,2021-02-06,3107936
Texas,,2021-02-07,3246638
Texas,,2021-02-08,3322062
Texas,,2021-02-09,3436180
Texas,,2021-02-10,3568618
Texas,,2021-02-11,3708460
Texas,,2021-02-12,3873581
Texas,,2021-02-13,4007986
Texas,,2021-02-14,4133747
Texas,,2021-02-16,4256383
Texas,,2021-02-17,4312301
Texas,,2021-02-18,4333726
Texas,,2021-02-19,4542622
Texas,,2021-02-20,4614697
Texas,,2021-02-21,4673868
Texas,,2021-02-22,4711180
Texas,,2021-02-23,4800286
Texas,,2021-02-24,4923960
Texas,,2021-02-25,5107257
Texas,,2021-02-26,5273077
Texas,,2021-02-27,5394961
Texas,,2021-02-28,5566612
Texas,,2021-03-01,5572496
Texas,,2021-03-02,5956629
Texas,,2021-03-03,6191550
Texas,,2021-03-04,6379094
Texas,,2021-03-05,6591175
Texas,,2021-03-06,6829275
Texas,,2021-03-07,6938167
Texas,,2021-03-08,7071506
Texas,,2021-03-09,7299866
Texas,,2021-03-10,7529655
Texas,,2021-03-11,7730664
United States,USA,2020-12-20,556208
United States,USA,2020-12-21,614117
United States,USA,2020-12-23,1008025
United States,USA,2020-12-26,1944585
United States,USA,2020-12-28,2127143
United States,USA,2020-12-30,2794588
United States,USA,2021-01-02,4225756
United States,USA,2021-01-04,4563260
United States,USA,2021-01-05,4836469
United States,USA,2021-01-06,5306797
United States,USA,2021-01-07,5919418
United States,USA,2021-01-08,6688231
United States,USA,2021-01-11,8987322
United States,USA,2021-01-12,9327138
United States,USA,2021-01-13,10278462
United States,USA,2021-01-14,11148991
United States,USA,2021-01-15,12279180
United States,USA,2021-01-19,15707588
United States,USA,2021-01-20,16525281
United States,USA,2021-01-21,17546374
United States,USA,2021-01-22,19107959
United States,USA,2021-01-23,20537990
United States,USA,2021-01-24,21848655
United States,USA,2021-01-25,22734243
United States,USA,2021-01-26,23540994
United States,USA,2021-01-27,24652634
United States,USA,2021-01-28,26193682
United States,USA,2021-01-29,27884661
United States,USA,2021-01-30,29577902
United States,USA,2021-01-31,31123299
United States,USA,2021-02-01,32222402
United States,USA,2021-02-02,32780860
United States,USA,2021-02-03,33878254
United States,USA,2021-02-04,35203710
United States,USA,2021-02-05,36819212
United States,USA,2021-02-06,39037964
United States,USA,2021-02-07,41210937
United States,USA,2021-02-08,42417617
United States,USA,2021-02-09,43206190
United States,USA,2021-02-10,44769970
United States,USA,2021-02-11,46390270
United States,USA,2021-02-12,48410558
United States,USA,2021-02-13,50641884
United States,USA,2021-02-14,52884356
United States,USA,2021-02-16,55220364
United States,USA,2021-02-17,56281827
United States,USA,2021-02-18,57737767
United States,USA,2021-02-19,59585043
United States,USA,2021-02-20,61289500
United States,USA,2021-02-21,63090634
United States,USA,2021-02-22,64177474
United States,USA,2021-02-23,65032083
United States,USA,2021-02-24,66464947
United States,USA,2021-02-25,68274117
United States,USA,2021-02-26,70454064
United States,USA,2021-02-27,72806180
United States,USA,2021-02-28,75236003
United States,USA,2021-03-01,76899987
United States,USA,2021-03-02,78631601
United States,USA,2021-03-03,80540474
United States,USA,2021-03-04,82572848
United States,USA,2021-03-05,85008094
United States,USA,2021-03-06,87912323
United States,USA,2021-03-07,90351750
United States,USA,2021-03-08,92089852
United States,USA,2021-03-09,93692598
United States,USA,2021-03-10,95721290
United States,USA,2021-03-11,98203893
Utah,,2021-01-12,95225
Utah,,2021-01-13,104036
Utah,,2021-01-14,115384
Utah,,2021-01-15,128210
Utah,,2021-01-19,163205
Utah,,2021-01-20,181792
Utah,,2021-01-21,189578
Utah,,2021-01-22,202729
Utah,,2021-01-23,202729
Utah,,2021-01-24,202729
Utah,,2021-01-25,229007
Utah,,2021-01-26,230418
Utah,,2021-01-27,239807
Utah,,2021-01-28,239807
Utah,,2021-01-29,271127
Utah,,2021-01-30,286501
Utah,,2021-01-31,286501
Utah,,2021-02-01,323030
Utah,,2021-02-02,324636
Utah,,2021-02-03,324636
Utah,,2021-02-04,353469
Utah,,2021-02-05,376495
Utah,,2021-02-06,400285
Utah,,2021-02-07,400285
Utah,,2021-02-08,506629
Utah,,2021-02-09,510267
Utah,,2021-02-10,510267
Utah,,2021-02-11,510267
Utah,,2021-02-12,510267
Utah,,2021-02-13,510267
Utah,,2021-02-14,510267
Utah,,2021-02-16,532635
Utah,,2021-02-17,532635
Utah,,2021-02-18,551742
Utah,,2021-02-19,584648
Utah,,2021-02-20,610074
Utah,,2021-02-21,610580
Utah,,2021-02-22,610874
Utah,,2021-02-23,611048
Utah,,2021-02-24,629173
Utah,,2021-02-25,662012
Utah,,2021-02-26,662575
Utah,,2021-02-27,687876
Utah,,2021-02-28,688505
Utah,,2021-03-01,688506
Utah,,2021-03-02,722301
Utah,,2021-03-03,745913
Utah,,2021-03-04,746392
Utah,,2021-03-05,796749
Utah,,2021-03-06,832435
Utah,,2021-03-07,833167
Utah,,2021-03-08,833714
Utah,,2021-03-09,880032
Utah,,2021-03-10,903099
Utah,,2021-03-11,903758
Vermont,,2021-01-12,25757
Vermont,,2021-01-13,29571
Vermont,,2021-01-14,29571
Vermont,,2021-01-15,32470
Vermont,,2021-01-19,40581
Vermont,,2021-01-20,40814
Vermont,,2021-01-21,42835
Vermont,,2021-01-22,46447
Vermont,,2021-01-23,49426
Vermont,,2021-01-24,51872
Vermont,,2021-01-25,53624
Vermont,,2021-01-26,54416
Vermont,,2021-01-27,55377
Vermont,,2021-01-28,58871
Vermont,,2021-01-29,61737
Vermont,,2021-01-30,63777
Vermont,,2021-01-31,67180
Vermont,,2021-02-01,72428
Vermont,,2021-02-02,74021
Vermont,,2021-02-03,74718
Vermont,,2021-02-04,77198
Vermont,,2021-02-05,80054
Vermont,,2021-02-06,82992
Vermont,,2021-02-07,87180
Vermont,,2021-02-08,90328
Vermont,,2021-02-09,93037
Vermont,,2021-02-10,93862
Vermont,,2021-02-11,96908
Vermont,,2021-02-12,100036
Vermont,,2021-02-13,102716
Vermont,,2021-02-14,106787
Vermont,,2021-02-16,114986
Vermont,,2021-02-17,115964
Vermont,,2021-02-18,118184
Vermont,,2021-02-19,127619
Vermont,,2021-02-20,132112
Vermont,,2021-02-21,137144
Vermont,,2021-02-22,141436
Vermont,,2021-02-23,144085
Vermont,,2021-02-24,144970
Vermont,,2021-02-25,147828
Vermont,,2021-02-26,151538
Vermont,,2021-02-27,156929
